Genome assembly,Cell type class,Cell type,Number of experiments,Experimental IDs included
ce10,Larvae,L1-L2,4,"SRX1007130,SRX1007131,SRX1007132,SRX1007133"
ce10,Larvae,L2,169,"SRX015093,SRX015094,SRX015095,SRX043847,SRX043848,SRX043849,SRX043850,SRX043859,SRX043860,SRX043861,SRX043862,SRX043875,SRX043876,SRX043877,SRX043878,SRX054248,SRX054249,SRX054250,SRX054251,SRX054252,SRX054253,SRX054254,SRX054255,SRX054256,SRX054257,SRX065642,SRX065643,SRX065644,SRX065645,SRX065658,SRX065659,SRX065660,SRX065661,SRX065662,SRX065663,SRX065664,SRX065665,SRX065675,SRX065676,SRX065677,SRX065678,SRX065687,SRX065688,SRX065689,SRX065690,SRX065719,SRX065720,SRX065721,SRX065722,SRX146502,SRX146503,SRX146504,SRX146505,SRX146518,SRX146519,SRX146520,SRX146521,SRX147623,SRX147624,SRX147625,SRX147626,SRX147627,SRX147628,SRX147629,SRX147630,SRX147639,SRX147640,SRX147641,SRX147642,SRX1769982,SRX1769983,SRX1769984,SRX1769985,SRX1769986,SRX1769987,SRX1769988,SRX1769989,SRX1769998,SRX233439,SRX233440,SRX233441,SRX233442,SRX233443,SRX233444,SRX233445,SRX233446,SRX277033,SRX277034,SRX277035,SRX277036,SRX277037,SRX277038,SRX277039,SRX277040,SRX277045,SRX277046,SRX277047,SRX277048,SRX277073,SRX277074,SRX277075,SRX277076,SRX277090,SRX277091,SRX277092,SRX277093,SRX277098,SRX277099,SRX277100,SRX277101,SRX277102,SRX277103,SRX277104,SRX277105,SRX323677,SRX323678,SRX323679,SRX331073,SRX331074,SRX331075,SRX331076,SRX331077,SRX331078,SRX331079,SRX331080,SRX331089,SRX331090,SRX331091,SRX331092,SRX331093,SRX331094,SRX331095,SRX331096,SRX331097,SRX331098,SRX331099,SRX331100,SRX331109,SRX331110,SRX331111,SRX331112,SRX331121,SRX331122,SRX331123,SRX331124,SRX331125,SRX331126,SRX331143,SRX331144,SRX331145,SRX331146,SRX331173,SRX331174,SRX331175,SRX331176,SRX331209,SRX331210,SRX331211,SRX331212,SRX331271,SRX331272,SRX331273,SRX331274,SRX331275,SRX331276,SRX331285,SRX331286,SRX331287,SRX331288"
ce10,Larvae,L2-L3,5,"SRX1007134,SRX1007135,SRX1007136,SRX1007137,SRX1007138"
ce10,Larvae,L3,446,"SRX005637,SRX005638,SRX005639,SRX005640,SRX015096,SRX015097,SRX015098,SRX015099,SRX015100,SRX015101,SRX015102,SRX015103,SRX043843,SRX043844,SRX043845,SRX043846,SRX043879,SRX043880,SRX043881,SRX043882,SRX043987,SRX043988,SRX043989,SRX043990,SRX044015,SRX044016,SRX044017,SRX044018,SRX044021,SRX044022,SRX044023,SRX044024,SRX054303,SRX054304,SRX054305,SRX054306,SRX054307,SRX054308,SRX054309,SRX054310,SRX054311,SRX059220,SRX059221,SRX059222,SRX059223,SRX059224,SRX059225,SRX059226,SRX059227,SRX059228,SRX059229,SRX059230,SRX059231,SRX059232,SRX059233,SRX059234,SRX059235,SRX059236,SRX059237,SRX059238,SRX059239,SRX059240,SRX059241,SRX059242,SRX059243,SRX059244,SRX059245,SRX059246,SRX059247,SRX059248,SRX059249,SRX059250,SRX059251,SRX059252,SRX059253,SRX059254,SRX059255,SRX059256,SRX059257,SRX059264,SRX059265,SRX059267,SRX059268,SRX059269,SRX059270,SRX059271,SRX059272,SRX059273,SRX059274,SRX060162,SRX060164,SRX060165,SRX063957,SRX063958,SRX063959,SRX063960,SRX063961,SRX063962,SRX065626,SRX065627,SRX065628,SRX065629,SRX065634,SRX065635,SRX065636,SRX065637,SRX065650,SRX065651,SRX065652,SRX065653,SRX065679,SRX065680,SRX065681,SRX065682,SRX065691,SRX065692,SRX065693,SRX065694,SRX065699,SRX065700,SRX065701,SRX065702,SRX065703,SRX065704,SRX065705,SRX065706,SRX065715,SRX065716,SRX065717,SRX065718,SRX065723,SRX065724,SRX065725,SRX065726,SRX094473,SRX094474,SRX094475,SRX094514,SRX094515,SRX105309,SRX105310,SRX105311,SRX105312,SRX105313,SRX1132912,SRX1132913,SRX1132914,SRX1132915,SRX1132916,SRX1132917,SRX1132918,SRX1132919,SRX1132920,SRX1132921,SRX118219,SRX118220,SRX118221,SRX118222,SRX118224,SRX118225,SRX118226,SRX118227,SRX1299429,SRX1299430,SRX146498,SRX146499,SRX146500,SRX146501,SRX146506,SRX146507,SRX146508,SRX146509,SRX146510,SRX146511,SRX146512,SRX146513,SRX147615,SRX147616,SRX147617,SRX147618,SRX147635,SRX147636,SRX147637,SRX147638,SRX172525,SRX172526,SRX172527,SRX188613,SRX188614,SRX188615,SRX188616,SRX188617,SRX188618,SRX188619,SRX188620,SRX1936233,SRX1936234,SRX1936235,SRX1936236,SRX1936237,SRX1936238,SRX1936239,SRX1936240,SRX1936241,SRX1936242,SRX1936243,SRX1936244,SRX233447,SRX233448,SRX233449,SRX233450,SRX234914,SRX234915,SRX234916,SRX234917,SRX276909,SRX276910,SRX276911,SRX276912,SRX277024,SRX277025,SRX277026,SRX277027,SRX277053,SRX277054,SRX277055,SRX277056,SRX277069,SRX277070,SRX277071,SRX277072,SRX323676,SRX323680,SRX323681,SRX323682,SRX323689,SRX323690,SRX323691,SRX330983,SRX330984,SRX330985,SRX330986,SRX330987,SRX330988,SRX331045,SRX331046,SRX331047,SRX331048,SRX331049,SRX331050,SRX331051,SRX331052,SRX331053,SRX331054,SRX331055,SRX331056,SRX331131,SRX331132,SRX331133,SRX331134,SRX331135,SRX331136,SRX331137,SRX331138,SRX331157,SRX331158,SRX331159,SRX331160,SRX331177,SRX331178,SRX331179,SRX331180,SRX331201,SRX331202,SRX331203,SRX331204,SRX331253,SRX331254,SRX331255,SRX331256,SRX331321,SRX331322,SRX331323,SRX331324,SRX331341,SRX331342,SRX331343,SRX331344,SRX331345,SRX331346,SRX331347,SRX331348,SRX463080,SRX463081,SRX463082,SRX463083,SRX466455,SRX466456,SRX466457,SRX466458,SRX466459,SRX466460,SRX466461,SRX466462,SRX466463,SRX466464,SRX466465,SRX466466,SRX466467,SRX466468,SRX466469,SRX466470,SRX466471,SRX466472,SRX466473,SRX466474,SRX466475,SRX466476,SRX466477,SRX466478,SRX466479,SRX466480,SRX466481,SRX466482,SRX466483,SRX466484,SRX466485,SRX466486,SRX466487,SRX466488,SRX466489,SRX466490,SRX466491,SRX466492,SRX466493,SRX466494,SRX466495,SRX466496,SRX466497,SRX466498,SRX466577,SRX466578,SRX466579,SRX466580,SRX494819,SRX494820,SRX494821,SRX494822,SRX494836,SRX494837,SRX494838,SRX494839,SRX494947,SRX494948,SRX494949,SRX494950,SRX494951,SRX494952,SRX494954,SRX494955,SRX494956,SRX494957,SRX494958,SRX494959,SRX494960,SRX494961,SRX494962,SRX494963,SRX494964,SRX494965,SRX494966,SRX494967,SRX494968,SRX494969,SRX494970,SRX494971,SRX494972,SRX494973,SRX494974,SRX494975,SRX494976,SRX494977,SRX494986,SRX494987,SRX494988,SRX494989,SRX495097,SRX495098,SRX495099,SRX495100,SRX514567,SRX514568,SRX514569,SRX514570,SRX529206,SRX529207,SRX529208,SRX529209,SRX529210,SRX529211,SRX529212,SRX529213,SRX529222,SRX529223,SRX529224,SRX529225,SRX529226,SRX529227,SRX529228,SRX529229,SRX747295,SRX747296,SRX747297,SRX747298,SRX747299,SRX747300,SRX747301,SRX747302,SRX747303,SRX747304,SRX747305,SRX747306,SRX747307,SRX747308,SRX982065,SRX982066,SRX982078,SRX982079,SRX982080,SRX982081,SRX982082,SRX982083,SRX982086,SRX982087,SRX982088,SRX982094,SRX982095,SRX982101,SRX982102,SRX982103,SRX982104,SRX982105,SRX982106,SRX982109,SRX982110,SRX982111"
ce10,Larvae,L4,157,"SRX043967,SRX043968,SRX043969,SRX043970,SRX043971,SRX043972,SRX043973,SRX043974,SRX054258,SRX054259,SRX054260,SRX054261,SRX054262,SRX054263,SRX054264,SRX054265,SRX054266,SRX065638,SRX065639,SRX065640,SRX065641,SRX065646,SRX065647,SRX065648,SRX065649,SRX065654,SRX065655,SRX065656,SRX065657,SRX065711,SRX065712,SRX065713,SRX065714,SRX113620,SRX113621,SRX146487,SRX146488,SRX146489,SRX146490,SRX147619,SRX147620,SRX147621,SRX147622,SRX147631,SRX147632,SRX147633,SRX147634,SRX151404,SRX151405,SRX151406,SRX151407,SRX2163949,SRX2163950,SRX2163951,SRX2163952,SRX222632,SRX222633,SRX222634,SRX222635,SRX222640,SRX222641,SRX222642,SRX222643,SRX233693,SRX233694,SRX233695,SRX233696,SRX234918,SRX234919,SRX234920,SRX234921,SRX276905,SRX276906,SRX276907,SRX276908,SRX276913,SRX276914,SRX276915,SRX276916,SRX276917,SRX276918,SRX276919,SRX276920,SRX277028,SRX277029,SRX277030,SRX277031,SRX277061,SRX277062,SRX277063,SRX277064,SRX277065,SRX277066,SRX277067,SRX277068,SRX277077,SRX277078,SRX277079,SRX277080,SRX277094,SRX277095,SRX277096,SRX277097,SRX331057,SRX331058,SRX331059,SRX331060,SRX331065,SRX331066,SRX331067,SRX331068,SRX331127,SRX331128,SRX331129,SRX331130,SRX331147,SRX331148,SRX331149,SRX331150,SRX331151,SRX331152,SRX331205,SRX331206,SRX331207,SRX331208,SRX331213,SRX331214,SRX331215,SRX331216,SRX331217,SRX331218,SRX331219,SRX331220,SRX331249,SRX331250,SRX331251,SRX331252,SRX331261,SRX331262,SRX331263,SRX331264,SRX331265,SRX331266,SRX331293,SRX331294,SRX331295,SRX331296,SRX331297,SRX331298,SRX331299,SRX331300,SRX331309,SRX331310,SRX331311,SRX331312,SRX395521,SRX395522"
ce10,Unclassified,Unclassified,70,"ERX1270342,ERX1270343,ERX1270344,ERX1999196,ERX1999197,ERX1999198,ERX1999199,ERX1999200,ERX1999201,ERX1999202,ERX1999203,ERX1999204,ERX1999205,ERX1999206,ERX1999207,ERX1999208,ERX1999209,ERX1999210,ERX1999211,ERX1999212,ERX1999213,ERX1999214,ERX1999215,SRX003816,SRX003817,SRX003818,SRX003819,SRX003820,SRX003821,SRX003822,SRX003823,SRX003824,SRX003825,SRX003826,SRX003827,SRX003828,SRX003829,SRX216728,SRX216729,SRX216753,SRX216754,SRX216755,SRX216757,SRX216758,SRX216759,SRX216761,SRX216762,SRX216763,SRX216764,SRX2710283,SRX2710284,SRX2710285,SRX2710286,SRX2710287,SRX278065,SRX278066,SRX278068,SRX560679,SRX560680,SRX560681,SRX560682,SRX560683,SRX796306,SRX796307,SRX997747,SRX997748,SRX997749,SRX997750,SRX997751,SRX997752"
ce10,Unclassified,glp-1(e2141),18,"SRX3043399,SRX3043400,SRX3043401,SRX3043402,SRX3043403,SRX3043404,SRX3043405,SRX3043406,SRX3043407,SRX3043408,SRX3043409,SRX3043410,SRX3043411,SRX3043412,SRX3043413,SRX3043414,SRX3043415,SRX3043416"
dm3,Adult,Adult body,40,"SRX1300691,SRX1300692,SRX1300693,SRX1300694,SRX1300695,SRX1300696,SRX1300697,SRX1300698,SRX1600224,SRX1600262,SRX1600271,SRX1600286,SRX1600287,SRX1600293,SRX1600295,SRX1600296,SRX181431,SRX181432,SRX181433,SRX181434,SRX181435,SRX181436,SRX181437,SRX181438,SRX181439,SRX181440,SRX181441,SRX181442,SRX2692974,SRX2692975,SRX2692976,SRX2692977,SRX716776,SRX716783,SRX729171,SRX729172,SRX729173,SRX729174,SRX729175,SRX729176"
dm3,Adult,Adult female,53,"SRX013017,SRX013018,SRX013034,SRX013047,SRX013048,SRX013105,SRX013111,SRX016140,SRX016141,SRX025469,SRX025476,SRX025477,SRX032118,SRX032119,SRX041381,SRX041382,SRX041383,SRX042246,SRX042247,SRX042248,SRX042249,SRX1084158,SRX1084159,SRX1084160,SRX1084161,SRX1084162,SRX1084163,SRX1084164,SRX1084165,SRX1084166,SRX110510,SRX110511,SRX111779,SRX111780,SRX202835,SRX202836,SRX202837,SRX202838,SRX245833,SRX245834,SRX245835,SRX245836,SRX245837,SRX245838,SRX245839,SRX245840,SRX336279,SRX336280,SRX336281,SRX495193,SRX495194,SRX495195,SRX495196"
dm3,Adult,Adult head,181,"SRX1571733,SRX1571734,SRX181419,SRX181420,SRX181421,SRX181422,SRX181423,SRX181424,SRX181425,SRX181426,SRX181427,SRX181428,SRX181429,SRX181430,SRX2321783,SRX2321784,SRX2321785,SRX287653,SRX287654,SRX287655,SRX287656,SRX287661,SRX287662,SRX287663,SRX287664,SRX287697,SRX287698,SRX287699,SRX287700,SRX287705,SRX287706,SRX287707,SRX287708,SRX287733,SRX287734,SRX287735,SRX287736,SRX287753,SRX287754,SRX287755,SRX287756,SRX287769,SRX287770,SRX287771,SRX287772,SRX287781,SRX287782,SRX287783,SRX287784,SRX287793,SRX287794,SRX287795,SRX287796,SRX287809,SRX287810,SRX287811,SRX287812,SRX287813,SRX287814,SRX287815,SRX287816,SRX287825,SRX287826,SRX287827,SRX287828,SRX287829,SRX287830,SRX287831,SRX287832,SRX287837,SRX287838,SRX287839,SRX287840,SRX287853,SRX287854,SRX287855,SRX287856,SRX287861,SRX287862,SRX287863,SRX287864,SRX287909,SRX287910,SRX287911,SRX287912,SRX287937,SRX287938,SRX287939,SRX287940,SRX287941,SRX287942,SRX287943,SRX287944,SRX287951,SRX287952,SRX287953,SRX287954,SRX287955,SRX287956,SRX287957,SRX287958,SRX287959,SRX287960,SRX287961,SRX287962,SRX287963,SRX287964,SRX287965,SRX287966,SRX287967,SRX287968,SRX287969,SRX287970,SRX287971,SRX287972,SRX287973,SRX287974,SRX287975,SRX287976,SRX287977,SRX287978,SRX287979,SRX287980,SRX287981,SRX287982,SRX287983,SRX287984,SRX287985,SRX287986,SRX287987,SRX287988,SRX287989,SRX287990,SRX287995,SRX287996,SRX287997,SRX287998,SRX288003,SRX288004,SRX288005,SRX288006,SRX288007,SRX288008,SRX288009,SRX288010,SRX288011,SRX288012,SRX288013,SRX288014,SRX288015,SRX288016,SRX288017,SRX288018,SRX288019,SRX288020,SRX288021,SRX288022,SRX288027,SRX288028,SRX288029,SRX288030,SRX288031,SRX288032,SRX288033,SRX288034,SRX288035,SRX288036,SRX288037,SRX288038,SRX288043,SRX288044,SRX288045,SRX288046,SRX403434,SRX403435,SRX403436,SRX403437,SRX403438,SRX403439,SRX403440,SRX403441"
dm3,Adult,Adult male,8,"SRX013013,SRX013014,SRX013032,SRX013033,SRX013049,SRX013050,SRX013062,SRX013084"
dm3,Adult,Adult male fatbody,4,"SRX042244,SRX042245,SRX042250,SRX042251"
dm3,Adult,Egg chamber,24,"SRX706809,SRX706810,SRX706811,SRX706812,SRX706813,SRX706814,SRX706815,SRX706816,SRX914951,SRX914952,SRX914953,SRX914954,SRX914955,SRX914956,SRX914957,SRX914958,SRX914959,SRX914960,SRX914961,SRX914962,SRX914963,SRX914964,SRX914965,SRX914966"
dm3,Adult,Head neurons,7,"SRX135517,SRX135518,SRX135519,SRX135520,SRX135521,SRX135522,SRX135523"
dm3,Adult,Intestines,6,"SRX1929540,SRX1929542,SRX1929543,SRX1929544,SRX970861,SRX970862"
dm3,Adult,Kenyon cells,4,"SRX135524,SRX135525,SRX135526,SRX135527"
dm3,Adult,Mushroom Bodies,13,"SRX1763405,SRX1763406,SRX1763407,SRX1763408,SRX1763409,SRX1763410,SRX1763411,SRX1763412,SRX1763413,SRX1763414,SRX1763415,SRX1763416,SRX1763417"
dm3,Adult,Octopaminergic neurons,5,"SRX135528,SRX135529,SRX135530,SRX135531,SRX135532"
dm3,Adult,Ovary,191,"SRX079914,SRX101475,SRX101476,SRX101477,SRX101478,SRX101479,SRX101480,SRX1120688,SRX1120689,SRX1120690,SRX1120691,SRX1120692,SRX1120693,SRX1120694,SRX1120695,SRX1120696,SRX1120697,SRX1120698,SRX1120699,SRX1120700,SRX1120701,SRX1120702,SRX1120703,SRX1120704,SRX1134694,SRX1134695,SRX1134696,SRX1134697,SRX1134698,SRX1134699,SRX1134700,SRX1134701,SRX1134702,SRX1134703,SRX1134704,SRX1134705,SRX1134706,SRX1134707,SRX1134708,SRX1134709,SRX1134710,SRX1144509,SRX1144577,SRX1144604,SRX1149355,SRX1149356,SRX1149358,SRX1149359,SRX1149371,SRX1149372,SRX1149373,SRX1150333,SRX1150354,SRX1150356,SRX1150357,SRX1150358,SRX1150359,SRX1151230,SRX1151231,SRX1165009,SRX1166563,SRX1166568,SRX1166569,SRX1166570,SRX1166571,SRX1167499,SRX1167500,SRX1167504,SRX1167591,SRX1167592,SRX1167593,SRX1167619,SRX1167620,SRX1167621,SRX1167622,SRX1743169,SRX1743170,SRX1743171,SRX1743172,SRX177656,SRX177657,SRX1837288,SRX1837289,SRX1837290,SRX1837291,SRX1837292,SRX1837293,SRX1837296,SRX1837297,SRX1837298,SRX1837299,SRX201900,SRX201901,SRX201902,SRX201903,SRX215623,SRX215624,SRX215625,SRX215626,SRX215627,SRX215628,SRX215629,SRX215630,SRX220295,SRX220296,SRX220297,SRX220298,SRX220299,SRX220300,SRX220301,SRX220302,SRX220303,SRX220304,SRX220305,SRX220306,SRX220307,SRX220308,SRX264596,SRX264597,SRX264598,SRX264599,SRX2734361,SRX2734362,SRX2734363,SRX2734364,SRX2734365,SRX2734366,SRX2734367,SRX2734368,SRX2734369,SRX2734370,SRX2788637,SRX2788638,SRX2788639,SRX2788640,SRX2788641,SRX2788642,SRX2788643,SRX2788644,SRX2788645,SRX2788646,SRX2788647,SRX370359,SRX370360,SRX370361,SRX370362,SRX485202,SRX485203,SRX485204,SRX485205,SRX485206,SRX485207,SRX485208,SRX485209,SRX485210,SRX485211,SRX485212,SRX485213,SRX485214,SRX485215,SRX485216,SRX485217,SRX485218,SRX485219,SRX485220,SRX485221,SRX485222,SRX485223,SRX485224,SRX507379,SRX507380,SRX507381,SRX507382,SRX507383,SRX507384,SRX507385,SRX507386,SRX507387,SRX507388,SRX507389,SRX507390,SRX507391,SRX507392,SRX507393,SRX507394,SRX661228,SRX661229,SRX661230,SRX661231,SRX661232,SRX661233"
dm3,Adult,Temperature sensitive cells,21,"SRX699105,SRX699106,SRX699107,SRX699108,SRX699109,SRX699110,SRX699111,SRX699112,SRX699113,SRX699114,SRX699115,SRX699116,SRX699117,SRX811237,SRX811238,SRX811239,SRX811240,SRX811241,SRX811242,SRX811243,SRX811244"
dm3,Adult,Testis,29,"SRX017854,SRX017855,SRX017856,SRX017857,SRX2065444,SRX2065445,SRX2065446,SRX2065447,SRX2677152,SRX2677153,SRX2677154,SRX2677155,SRX2677156,SRX2677157,SRX2677158,SRX2677159,SRX2748310,SRX2748311,SRX2829095,SRX2829096,SRX2829097,SRX2829098,SRX2829099,SRX2829100,SRX2829101,SRX2829102,SRX390501,SRX390502,SRX390503"
dm3,Cell line,Cultured cell lines,24,"SRX1091588,SRX1091589,SRX1091590,SRX1091591,SRX1091592,SRX1091593,SRX1091594,SRX1091595,SRX1837975,SRX1837976,SRX1837977,SRX1837978,SRX1837979,SRX1837980,SRX1837981,SRX1837982,SRX864527,SRX864528,SRX864529,SRX864530,SRX864531,SRX864532,SRX864533,SRX864534"
dm3,Cell line,Kc,14,"ERX032306,SRX018160,SRX018161,SRX018162,SRX025486,SRX025487,SRX025488,SRX025489,SRX159163,SRX159164,SRX159165,SRX159166,SRX160967,SRX160968"
dm3,Cell line,Kc167,335,"ERX402101,ERX402103,ERX402104,ERX402105,ERX402106,ERX402107,ERX402109,ERX402110,ERX402111,ERX402115,ERX402116,ERX402117,ERX402118,ERX402119,ERX402120,ERX402121,ERX402122,ERX402123,ERX402124,ERX402125,ERX402126,ERX402127,ERX402128,ERX402134,ERX402135,ERX402136,ERX402139,ERX402141,SRX017468,SRX017469,SRX017470,SRX017471,SRX017472,SRX017473,SRX085398,SRX085399,SRX085400,SRX085401,SRX085402,SRX085403,SRX085404,SRX085405,SRX085406,SRX085407,SRX085408,SRX085409,SRX085410,SRX085411,SRX100248,SRX100249,SRX100250,SRX100251,SRX100252,SRX100253,SRX100254,SRX1021223,SRX1021224,SRX1021225,SRX1021226,SRX1021227,SRX1021228,SRX1021229,SRX1021230,SRX1021231,SRX1021232,SRX1021233,SRX1021234,SRX1056712,SRX1056713,SRX1056714,SRX1056715,SRX1056716,SRX1056717,SRX1056718,SRX1056719,SRX1056720,SRX1056721,SRX1056722,SRX1056723,SRX1056724,SRX111808,SRX111809,SRX111810,SRX111811,SRX111812,SRX111813,SRX111814,SRX113323,SRX113325,SRX128168,SRX128169,SRX128170,SRX128171,SRX128172,SRX128173,SRX128325,SRX128326,SRX128327,SRX1299923,SRX1299924,SRX1299925,SRX1299926,SRX1299927,SRX1299928,SRX1299929,SRX1299930,SRX1299931,SRX1299932,SRX1299933,SRX1299934,SRX1299935,SRX1299936,SRX1299937,SRX1299938,SRX1299939,SRX1299940,SRX1299941,SRX1299942,SRX1299943,SRX1299944,SRX1433353,SRX1433354,SRX1433355,SRX1433356,SRX1433357,SRX1433358,SRX1433359,SRX1433360,SRX1433361,SRX1433362,SRX1433363,SRX1433364,SRX1433365,SRX1433366,SRX1433367,SRX1433368,SRX1433369,SRX1433370,SRX1433371,SRX1433372,SRX1433373,SRX1433374,SRX1433375,SRX1433376,SRX1433377,SRX1433378,SRX1433379,SRX1433380,SRX143462,SRX143463,SRX170983,SRX170984,SRX170985,SRX170986,SRX1728712,SRX1728713,SRX1728714,SRX1728715,SRX1728716,SRX1728717,SRX1728718,SRX1728719,SRX1728720,SRX1848131,SRX1848132,SRX1848133,SRX1848134,SRX193626,SRX193627,SRX193628,SRX193629,SRX193630,SRX193631,SRX193632,SRX193633,SRX202999,SRX203000,SRX203001,SRX2033488,SRX2033489,SRX2033490,SRX2520640,SRX2520641,SRX2520642,SRX2520643,SRX2520648,SRX2520649,SRX2520650,SRX2520651,SRX252224,SRX252225,SRX252226,SRX252227,SRX252228,SRX252229,SRX252230,SRX2559026,SRX2559027,SRX2559029,SRX2559030,SRX2559031,SRX2559032,SRX2559033,SRX318794,SRX318795,SRX318796,SRX318797,SRX331413,SRX331414,SRX331415,SRX331416,SRX331417,SRX331418,SRX331419,SRX331420,SRX335486,SRX335487,SRX335488,SRX335495,SRX335496,SRX335500,SRX335501,SRX335502,SRX335509,SRX335510,SRX335511,SRX335521,SRX365696,SRX365697,SRX365698,SRX365699,SRX365700,SRX365701,SRX365702,SRX365703,SRX365704,SRX365705,SRX456149,SRX456150,SRX456151,SRX456152,SRX456153,SRX456154,SRX456155,SRX456156,SRX456157,SRX456158,SRX456159,SRX495221,SRX495222,SRX495223,SRX495224,SRX495295,SRX495296,SRX495297,SRX495298,SRX495299,SRX495778,SRX495779,SRX495780,SRX495781,SRX495785,SRX495786,SRX495787,SRX495791,SRX495792,SRX495793,SRX495794,SRX511344,SRX511345,SRX511346,SRX511347,SRX511348,SRX749020,SRX749021,SRX749022,SRX749023,SRX749024,SRX749025,SRX749026,SRX749027,SRX749028,SRX749029,SRX749030,SRX749031,SRX749032,SRX749033,SRX749034,SRX749035,SRX749036,SRX749037,SRX749038,SRX749039,SRX749040,SRX749041,SRX749042,SRX749043,SRX749044,SRX749045,SRX749046,SRX749047,SRX749048,SRX749049,SRX749050,SRX749051,SRX749052,SRX749053,SRX749054,SRX749055,SRX749056,SRX749057,SRX749058,SRX749059,SRX749060,SRX749061,SRX749062,SRX749063,SRX749064,SRX749065,SRX749066,SRX749067,SRX749068,SRX749069,SRX749070,SRX749071,SRX749072,SRX749073,SRX749074,SRX749075,SRX749076,SRX749077,SRX749078,SRX749079,SRX749080,SRX768487"
dm3,Cell line,ML-DmBG3-c2,15,"SRX017465,SRX017466,SRX017467,SRX186108,SRX186109,SRX186110,SRX186111,SRX186112,SRX186113,SRX300940,SRX300941,SRX467119,SRX467120,SRX467121,SRX467122"
dm3,Cell line,OSC,65,"SRX1361343,SRX1361344,SRX1361345,SRX1361346,SRX1361347,SRX1361348,SRX1361349,SRX1361350,SRX1361351,SRX1361352,SRX1361353,SRX1361354,SRX1361355,SRX1361356,SRX1361357,SRX1361358,SRX1361359,SRX1361360,SRX1760694,SRX1760695,SRX1760696,SRX1760697,SRX1760698,SRX1760699,SRX1760700,SRX1760701,SRX1760702,SRX1760703,SRX1760704,SRX1760705,SRX1760706,SRX1760707,SRX1760708,SRX1760709,SRX1760710,SRX1760711,SRX1760712,SRX187082,SRX187083,SRX187084,SRX201882,SRX201883,SRX201884,SRX201885,SRX201886,SRX201887,SRX201888,SRX201889,SRX201890,SRX201891,SRX201892,SRX201893,SRX201894,SRX201895,SRX201896,SRX201897,SRX201898,SRX201899,SRX315132,SRX315133,SRX315134,SRX315135,SRX318809,SRX318810,SRX318811"
